title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enriched_lexile_source,enriched_lexile_confidence,enrichment_method,enrichment_tier,found,enrichment_date
Bedtime for Frances,Russell Hoban,https://www.goodreads.com/book/show/906541.Bedtime_for_Frances,Bedtime for Frances,Russell Hoban,https://covers.openlibrary.org/b/id/13607812-L.jpg,https://openlibrary.org/works/OL74253W,It's bedtime for Frances! But Frances can't seem to get to sleep. What will help her get to sleep?,Bedtime For Frances,Russell Hoban,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A story about Frances trying to fall asleep at bedtime.,"bedtime, sleep, routine",calm,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:50:00.391297
Rikki-Tikki-Tavi,Rudyard Kipling,https://www.goodreads.com/book/show/577542.Rikki_Tikki_Tavi,Rikki-Tikki-Tavi,Rudyard Kipling,https://covers.openlibrary.org/b/id/4123182-L.jpg,https://openlibrary.org/works/OL20139W,"A courageous mongoose thwarts the evil plans of Nag and Nagaina, two big black cobras who live in the garden.",Rikki-Tikki-Tavi,Rudyard Kipling,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A courageous mongoose thwarts the evil plans of two big black cobras who live in the garden.,"courage, friendship, good vs. evil",adventurous,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:50:01.293346
If You Give a Pig a Pancake,Laura Joffe Numeroff,https://www.goodreads.com/book/show/826585.If_You_Give_a_Pig_a_Pancake,If You Give a Pig a Pancake,Laura Joffe Numeroff,https://covers.openlibrary.org/b/id/51172-L.jpg,https://openlibrary.org/works/OL61437W,One thing leads to another when you give a pig a pancake. Find out what happens to a little girl when she kindly offers her pig a pancake. She'll wish she hadn't!,If You Give A Pig A Pancake,Laura Joffe Numeroff,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A little girl's day takes unexpected turns when she gives a pig a pancake, leading to a series of amusing events.","friendship, imagination, cause and effect",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:50:02.195401
I Was So Mad (A Golden Look-Look Book),Mercer Mayer,https://www.goodreads.com/book/show/386421.I_Was_So_Mad,I Was So Mad,Mercer Mayer,https://covers.openlibrary.org/b/id/6517846-L.jpg,https://openlibrary.org/works/OL78994W,A child tries a variety of ways to dissolve anger.,I Was So Mad (A Golden Look-Look Book),Mercer Mayer,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A child explores different methods to overcome feelings of anger.,"emotions, problem-solving, self-regulation",emotional,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:50:03.043828
D'Aulaires' Book of Greek Myths,Ingri d'Aulaire,https://www.goodreads.com/book/show/79626.D_Aulaires_Book_of_Greek_Myths,D'Aulaires' Book of Greek Myths,Ingri Parin D'Aulaire,https://covers.openlibrary.org/b/id/10692832-L.jpg,https://openlibrary.org/works/OL4771358W,A re-telling of the myths of ancient Greece for children.,D'Aulaires' Book Of Greek Myths,Ingri D'Aulaire,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A re-telling of the myths of ancient Greece for children.,"mythology, adventure, cultural, heroism",educational,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:50:03.953317
Cheaper by the Dozen,Frank B. Gilbreth Jr.,https://www.goodreads.com/book/show/764903.Cheaper_by_the_Dozen,Cheaper by the Dozen (Cheaper by the Dozen #1),"Frank B. Gilbreth, Jr.",https://covers.openlibrary.org/b/id/7410688-L.jpg,https://openlibrary.org/works/OL3926217W,"A wonderful memoir of a large and wild family during the early part of the 20th century.  The ""progressive"" parenting and lifestyle of the parents, the hilarious trials and tribulations of the children, and the many adventures through these very interesting decades provide an engrossing and endearing read.",Cheaper By The Dozen,Frank B. Gilbreth Jr.,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A memoir of a large and lively family in the early 20th century, showcasing the unique parenting style and humorous escapades of the children.","family, humor, adventure, parenting",humorous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:50:04.857342
Miss Rumphius,Barbara Cooney,https://www.goodreads.com/book/show/334818.Miss_Rumphius,Miss Rumphius,Barbara Cooney,https://covers.openlibrary.org/b/id/106372-L.jpg,https://openlibrary.org/works/OL279271W,"As a child Great-aunt Alice Rumphius resolved that when she grew up she would go to faraway places, live by the sea in her old age, and do something to make the world more beautiful--and she does all those things, the last being the most difficult of all.",Miss Rumphius,Barbara Cooney,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A woman fulfills her childhood promise to make the world more beautiful the sea and traveling to faraway places.,"nature, fulfilling dreams, beauty",inspirational,6-8,Beginning Readers (6-8),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:50:05.728733
The Berenstain Bears and the Messy Room,Stan Berenstain,https://www.goodreads.com/book/show/900065.The_Berenstain_Bears_and_the_Messy_Room,The Berenstain Bears and the messy room,Stan Berenstain,https://covers.openlibrary.org/b/id/4277846-L.jpg,https://openlibrary.org/works/OL72976W,The entire Bear family becomes involved in an attempt to clean and organize the cubs' messy room.,The Berenstain Bears And The Messy Room,Stan Berenstain,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",The Bear family works together to clean up the cubs' messy room.,"family, responsibility, cleanliness",educational,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:50:06.693650
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,https://www.goodreads.com/book/show/77390.Anne_of_Avonlea,Anne of Avonlea,Lucy Maud Montgomery,https://covers.openlibrary.org/b/id/14638062-L.jpg,https://openlibrary.org/works/OL77744W,"The second story in the ever-popular Anne of Green Gables series.Now Anne is half past sixteen and she's ready to begin a new life teaching in her old school. She's as feisty as ever and is fiercely determined to inspire young hearts with her own ambitions. But some of her pupils are as boisterous and high-spirited as Anne, and so life in her Avonlea classroom becomes a lesson in discovery and adventure . . .","Anne Of Avonlea (Anne Of Green Gables, #2)",L.M. Montgomery,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""llm_analysis""}","Anne, now sixteen, starts a new chapter teaching in her old school. Her spirited nature leads to lively adventures with her boisterous students.","friendship, adventure, ambition, discovery",spirited,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.8,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:50:07.712873
Eraser,Anna Kang,https://www.goodreads.com/book/show/37922875-eraser,Eraser,Anna Kang,,https://openlibrary.org/works/OL19752467W,"Eraser is always cleaning up everyone else's mistakes. Except for Ruler and Pencil Sharpener, none of the other school supplies seem to appreciate her. They all love how sharp Pencil is and how Tape and Glue help everyone stick together. Eraser wants to create so that she can shine like the others.",Eraser,Anna Kang,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A story about Eraser, who feels unappreciated compared to other school supplies, and dreams of shining like them.","friendship, self-worth, individuality",uplifting,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:50:08.566947
