title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enriched_lexile_source,enriched_lexile_confidence,enrichment_method,enrichment_tier,found,enrichment_date
"The Secret Staircase (Brambly Hedge, #5)",Jill Barklem,https://www.goodreads.com/book/show/421584.The_Secret_Staircase,The Secret Staircase (Brambly Hedge),Jill Barklem,https://covers.openlibrary.org/b/id/239-L.jpg,https://openlibrary.org/works/OL53729W,"Quite by accident, the young mice, Primrose and Wilfred, find a secret staircse in the Old Oak Palace which leads them to a magnificent surprise.","The Secret Staircase (Brambly Hedge, #5)",Jill Barklem,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Two young mice stumble upon a secret staircase in their home, leading to a wonderful surprise.","curiosity, discovery, adventure",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:54:31.142870
Pigs,Robert Munsch,https://www.goodreads.com/book/show/453776.Pigs,Pigs,Robert N Munsch,https://covers.openlibrary.org/b/id/9960588-L.jpg,https://openlibrary.org/works/OL88685W,"Recounts Megan's adventures when she opens the gate to the pig pen while feeding the pigs, although she had been warned not to do so",Pigs,Robert Munsch,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A story about Megan's mischievous adventure with the pigs on the farm,"curiosity, consequences, animals",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:54:32.108923
Hoot,Carl Hiaasen,https://www.goodreads.com/book/show/13083.Hoot,Hoot,Carl Hiaasen,https://covers.openlibrary.org/b/id/9320679-L.jpg,https://openlibrary.org/works/OL463581W,"Everything changes when sees a strange boy wearing no shoes run passed his bus. Come with Roy, Beatrice, and the strange boy to save the owls from the evil Paula's Pancakes.",Hoot,Carl Hiaasen,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A boy teams up with his friends to save owls from a pancake restaurant owner.,"friendship, environment, adventure",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:54:33.021211
Blueberry Girl,Neil Gaiman,https://www.goodreads.com/book/show/1967067.Blueberry_Girl,Blueberry girl,Neil Gaiman,https://covers.openlibrary.org/b/id/6387611-L.jpg,https://openlibrary.org/works/OL679268W,"Rhyming text expresses a prayer for a girl to be protected from such dangers as nightmares at age three or false friends at fifteen, and to be granted clearness of sight and other favors.",Blueberry Girl,Neil Gaiman,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A rhyming prayer expresses wishes for a girl's protection from nightmares and false friends, and for clarity of sight and other blessings.","protection, friendship, growth, blessings",hopeful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:54:33.938432
Alphabet Adventure,Audrey Wood,https://www.goodreads.com/book/show/815265.Alphabet_Adventure,Alphabet adventure,Audrey Wood,https://covers.openlibrary.org/b/id/275656-L.jpg,https://openlibrary.org/works/OL547401W,"On their way to school, the little letters of the alphabet have to rescue little ""i"" and then find his dot before they can proceed.",Alphabet Adventure,Audrey Wood,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A group of alphabet letters go on an adventure to rescue the letter 'i' and find his missing dot before continuing on to school.,"friendship, teamwork, adventure",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:54:34.892103
"Julius, the Baby of the World",Kevin Henkes,https://www.goodreads.com/book/show/20694.Julius_the_Baby_of_the_World,"Julius, the Baby of the World",Kevin Henkes,https://covers.openlibrary.org/b/id/430487-L.jpg,https://openlibrary.org/works/OL469279W,"Lilly is convinced that the arrival of her new baby brother is the worst thing that has happened in their house, until Cousin Garland comes to visit.","Julius, The Baby Of The World",Kevin Henkes,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Lilly struggles with the arrival of her new baby brother but gains a new perspective when Cousin Garland visits.,"sibling rivalry, family, perspective",humorous,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:54:35.814867
Inch by Inch,Leo Lionni,https://www.goodreads.com/book/show/375902.Inch_by_Inch,Inch by inch,Leo Lionni,https://covers.openlibrary.org/b/id/1466391-L.jpg,https://openlibrary.org/works/OL2162568W,"To keep from being eaten, an inchworm measures a robin's tail, a flamingo's neck, a toucan's beak, a heron's legs, and a nightingale's song.",Inch By Inch,Leo Lionni,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",An inchworm uses its measuring skills to avoid being eaten .,"measurement, survival, creativity",clever,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:54:36.779124
Angelina and Alice,Katharine Holabird,https://www.goodreads.com/book/show/924105.Angelina_and_Alice,Angelina and Alice,Katharine Holabird,https://covers.openlibrary.org/b/id/322217-L.jpg,https://openlibrary.org/works/OL109062W,Angelina and her best friend Alice discover the importance of teamwork when their acrobatics are the hit of the gymnastics show at the village fair.,Angelina And Alice,Katharine Holabird,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Two best friends, Angelina and Alice, learn about teamwork during a gymnastics show at the village fair.","friendship, teamwork, achievement",uplifting,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:54:37.721350
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,https://www.goodreads.com/book/show/249747.Artemis_Fowl,Artemis Fowl,Eoin Colfer,https://covers.openlibrary.org/b/id/10212689-L.jpg,https://openlibrary.org/works/OL5725956W,"Artemis Fowl is the first of a series of semi-realist novels produced by Eoin Colfer. They document the adventures of a precocious prodigal child of the criminal empire, Artemis Fowl. In this book, accompanied by his huge and loyal bodyguard/sidekick/advisor Butler, Artemis engages in a series of surreal activities; the absence of his missing father and the mental disorder of his mother allow him to pursue the unlikely position of a criminal mastermind. However, Artemis soon encounters more than he bargains for when his attempted capture of a member of the underground 'fairy' civilization goes terribly wrong. Be prepared for a thrilling adventure, with trolls, magic and much more!


Twelve-year-old Artemis Fowl is a millionaire, a genius, and above all, a criminal mastermind. But even Artemis doesn't know what he's taken on when he kidnaps a fairy, Captain Holly Short of the LEPrecon Unit. These aren't the fairies of bedtime stories—they're dangerous! Full of unexpected twists and turns, Artemis Fowl is a riveting, magical adventure.","Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Artemis Fowl follows the adventures of a young criminal mastermind who kidnaps a fairy, leading to unexpected consequences and thrilling escapades.","adventure, family, magic",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:54:38.691501
Die kleine Hexe,Otfried Preußler,https://www.goodreads.com/book/show/1148052.Die_kleine_Hexe,Die kleine Hexe,Otfried Preußler,https://covers.openlibrary.org/b/id/1017521-L.jpg,https://openlibrary.org/works/OL2589222W,"Unfortunately, the little witch is only 27 years old and is therefore not taken seriously, so she tries to be a good witch and confusion follows.",Die Kleine Hexe,Otfried Preußler,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A 27-year-old little witch tries to be good but faces challenges due to her age.,"witchcraft, acceptance, self-discovery",whimsical,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:54:39.682322
