title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enriched_lexile_source,enriched_lexile_confidence,enrichment_method,enrichment_tier,found,enrichment_date
Brown Girl Dreaming,Jacqueline Woodson,https://www.goodreads.com/book/show/20821284-brown-girl-dreaming,Brown Girl Dreaming,Jacqueline Woodson,https://covers.openlibrary.org/b/id/7435102-L.jpg,https://openlibrary.org/works/OL17108369W,"Newbery Honor Book 
National Book Award Finalist",Brown Girl Dreaming,Jacqueline Woodson,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A memoir written in verse, exploring the author's childhood in the 1960s and 1970s, navigating family, race, and identity.","family, identity, race, childhood",introspective,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:00:40.315148
"The Mad Scientists' Club (Mad Scientists' Club, #1)",Bertrand R. Brinley,https://www.goodreads.com/book/show/222127.The_Mad_Scientists_Club,The mad scientists' club,Bertrand R. Brinley,https://covers.openlibrary.org/b/id/955424-L.jpg,https://openlibrary.org/works/OL5818913W,The six members of the Mad Scientists' Club experiment with new projects which include investigating a strange sea monster and the theft of a valuable dinosaur egg.,"The Mad Scientists' Club (Mad Scientists' Club, #1)",Bertrand R. Brinley,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A group of six young members in the Mad Scientists' Club engage in various experiments, such as studying a sea monster and solving the mystery of a stolen dinosaur egg.","curiosity, investigation, friendship",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:00:41.133078
The 13 Clocks,James Thurber,https://www.goodreads.com/book/show/143126.The_13_Clocks,The 13 Clocks,James Thurber,https://covers.openlibrary.org/b/id/5020685-L.jpg,https://openlibrary.org/works/OL14857157W,"""There has never been anything like this before, and there will never be anything like this again…[Thurber] takes such delight in the words. It's like it's written by somebody who wants to infect you with his love of words. There are poems hidden in the text. There are places where it wanders into rhyme and out again. There are all of the invented words. The story itself is nonsense in the finest possible way."" —Neil Gaiman, interviewed in The Wall Street Journal",The 13 Clocks,James Thurber,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.8, ""source"": ""llm_analysis""}",A whimsical and nonsensical tale filled with invented words and hidden poems that delights in the use of language.,"imagination, wordplay, nonsense",whimsical,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""advanced"", ""sentence_structure"": ""complex"", ""concepts"": ""mixed""}",0.8,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:00:42.125203
"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Rick Riordan,https://www.goodreads.com/book/show/27904311-the-hammer-of-thor,The Hammer of Thor,Rick Riordan,https://covers.openlibrary.org/b/id/14419275-L.jpg,https://openlibrary.org/works/OL17860071W,"""Magnus Chase, you nearly started Ragnarok. What are you going to do next?""

It's been six weeks since Magnus and his friends returned from defeating Fenris Wolf and the fire giants. Magnus has adjusted to life at the Hotel Valhalla—as much as a once-homeless and previously alive kid can. As a son of Frey, the god of summer, fertility, and health, Magnus doesn't exactly fit in with the rest of Odin's chosen warriors, but he has a few good peeps among his hallmates on floor nineteen, and he's been dutifully training for Ragnarok along with everyone else. His days have settled into a new kind of normal.

But Magnus should have known there's no such thing as normal in the Nine Worlds. His friends Hearthstone and Blitzen have disappeared. A new hallmate is creating chaos. According to a very nervous goat, a certain object belonging to Thor is still missing, and the thunder god's enemies will stop at nothing to gain control of it.

Time to summon Jack, the Sword of Summer, and take action. Too bad the only action Jack seems to be interested in is dates with other magical weapons. . .","The Hammer Of Thor (Magnus Chase And The Gods Of Asgard, #2)",Rick Riordan,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","After nearly starting Ragnarok, Magnus Chase must deal with new challenges including missing friends, chaos in his hall, and enemies trying to control an object belonging to Thor.","friendship, adventure, loyalty, mythology",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:00:43.092708
"The Siege of Macindaw (Ranger's Apprentice, #6)",John Flanagan,https://www.goodreads.com/book/show/1814843.The_Siege_of_Macindaw,The Siege of Macindaw (Ranger's Apprentice #6),John Flanagan,https://covers.openlibrary.org/b/id/7448508-L.jpg,https://openlibrary.org/works/OL15165285W,"After years as a Ranger's apprentice, Will is now the protector of his first fief. Not long into his service, everything that can go wrong does: Keren, a renegade knight, has taken over Castle Macindaw, a strategic gateway to the North—poisoning the royal family in the process—and is holding Will's friend Alyss captive. The situation grows direr when Will uncovers Keren's secret alliance with the Scotti, who have plans to plunder Araluen. Time is of the essence, and Will must recruit a motley crew to rescue Alyss and reclaim Castle Macindaw—before the Scotti can make it their own.","The Siege Of Macindaw (Ranger'S Apprentice, #6)",John Flanagan,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A young Ranger's apprentice must rescue his friend and reclaim a strategic castle from a renegade knight and his allies.,"friendship, loyalty, adventure, bravery",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:00:43.989851
Demon Dentist,David Walliams,https://www.goodreads.com/book/show/18269507-demon-dentist,Demon Dentist,David Walliams,https://covers.openlibrary.org/b/id/12689427-L.jpg,https://openlibrary.org/works/OL17604700W,"This New York Times bestseller from David Walliams, the UK’s #1 bestselling children’s author and “the heir to Roald Dahl” (The Spectator), launched his books stateside in a big way!

Walliams makes going to the dentist a wacky adventure with his signature humor—this is one dentist appointment you don’t want to miss.

Something strange is happening in Alfie's town. Instead of shiny coins from the Tooth Fairy, kids are waking up to dead slugs, live spiders, and other dreadfully icky things under their pillows.

Who would do something so horrific? Alfie is sure that Miss Root, the creepy new dentist in town, is behind it all. There's nothing Alfie hates more than going to the dentist, but to solve this mystery, he may have to book a dreaded appointment….",Demon Dentist,David Walliams,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A humorous and wacky tale about a boy named Alfie who suspects the new creepy dentist in town is behind the strange happenings involving kids waking up to gross items under their pillows instead of coins from the Tooth Fairy.,"mystery, humor, fear, bravery",humorous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:00:44.955917
We Found a Hat,Jon Klassen,https://www.goodreads.com/book/show/28473874-we-found-a-hat,We Found a Hat,Jon Klassen,https://covers.openlibrary.org/b/id/7442332-L.jpg,https://openlibrary.org/works/OL17364324W,Two turtles have found a hat. The hat looks good on both of them. But there are two turtles. And there is only one hat....,We Found A Hat,Jon Klassen,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Two turtles find a hat that looks good on both of them, but they must figure out what to do since there is only one hat.","sharing, friendship, problem-solving",thoughtful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:00:45.973367
"Thank You, Omu! (Caldecott Honor Book)",Oge Mora,https://www.goodreads.com/book/show/34642482-thank-you-omu,"Thank you, Omu!",Oge Mora,https://covers.openlibrary.org/b/id/10360444-L.jpg,https://openlibrary.org/works/OL19662793W,"When the aroma of Omu's homemade stew fills the air, her neighbors arrive, one by one, for a taste until all is gone except for her generous spirit.  Author-illustrator Oge Mora brings to life a heartwarming story of sharing and community in colorful cut-paper designs as luscious as Omu's stew, with an extra serving of love.","Thank You, Omu! (Caldecott Honor Book)",Oge Mora,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis_fix""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","In 'Thank You, Omu!', readers follow Omu as she shares her delicious stew with her neighbors, showcasing the power of generosity and community. The","community, sharing, generosity",gentle,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.8,False,,,not_found,none,comprehensive_search,,False,2025-09-09T23:00:46.941268
First Snow,Kim  Lewis,https://www.goodreads.com/book/show/3095749-first-snow,First Snow,Kim Lewis,https://covers.openlibrary.org/b/id/799509-L.jpg,https://openlibrary.org/works/OL453181W,"On a trip up the hill with her mother to feed the sheep, a young girl loses her teddy bear when it starts to snow.",First Snow,Kim Lewis,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A young girl loses her teddy bear on a snowy day while feeding the sheep with her mother.,"loss, nature, family",gentle,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:00:47.822524
The School Story,Andrew Clements,https://www.goodreads.com/book/show/235117.The_School_Story,The school story,Andrew Clements,https://covers.openlibrary.org/b/id/435246-L.jpg,https://openlibrary.org/works/OL102508W,"After twelve-year-old Natalie writes a wonderful novel, her friend Zoe helps her devise a scheme to get it accepted at the publishing house where Natalie's mother works as an editor.",The School Story,Andrew Clements,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Two friends come up with a plan to get a twelve-year-old's novel published at her mother's publishing house.,"friendship, creativity, determination",uplifting,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:00:48.788353
