title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enriched_lexile_source,enriched_lexile_confidence,enrichment_method,enrichment_tier,found,enrichment_date
"Tales from a Not-So-Talented Pop Star (Dork Diaries, #3)",Rachel Renée Russell,https://www.goodreads.com/book/show/9635657-tales-from-a-not-so-talented-pop-star,Tales from a Not-so-talented Pop Star (Dork Diaries #3),Rachel Renée Russell,https://covers.openlibrary.org/b/id/14424555-L.jpg,https://openlibrary.org/works/OL15739796W,"When scholarship student Nikki Maxwell, whose father is the school exterminator, decides to enter the talent show at her expensive private school, her nemesis MacKenzie threatens to reveal Nikki's status to the rest of the school. Book #","Tales From A Not-So-Talented Pop Star (Dork Diaries, #3)",Rachel Renée Russell,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A scholarship student at a private school enters a talent show, facing threats from her wealthy nemesis.","friendship, self-acceptance, bullying",lighthearted,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:12.766990
Oh say can you say di-no-saur?,Bonnie Worth,https://www.goodreads.com/book/show/205243.Oh_say_can_you_say_di_no_saur_,Oh say can you say di-no-saur?,Bonnie Worth,https://covers.openlibrary.org/b/id/424186-L.jpg,https://openlibrary.org/works/OL1941518W,"Dr. Seuss's Cat in the Hat shows Sally and Dick how dinosaur fossils are excavated, assembled, and displayed in a museum.",Oh Say Can You Say Di-No-Saur?,Bonnie Worth,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Join the Cat in the Hat as he teaches Sally and Dick about dinosaur fossils and the process of excavating, assembling, and displaying them in a museum.","education, dinosaurs, science",educational,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:13.661396
The Wuggie Norple Story,Daniel Pinkwater,https://www.goodreads.com/book/show/784633.The_Wuggie_Norple_Story,The Wuggie Norple story,Daniel Manus Pinkwater,https://covers.openlibrary.org/b/id/5612823-L.jpg,https://openlibrary.org/works/OL84076W,The family's new pet kitten grows at such a ridiculous rate that the father must bring home animals to compare its size each day.,The Wuggie Norple Story,Daniel Pinkwater,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A family's pet kitten grows so quickly that the father has to bring home animals to compare its size every day.,"growth, pets, family",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:14.568827
Amandina,Sergio Ruzzier,https://www.goodreads.com/book/show/2653426-amandina,Amandina,Sergio Ruzzier,https://covers.openlibrary.org/b/id/6715143-L.jpg,https://openlibrary.org/works/OL5730987W,"Amandina decides to overcome her shyness and show the town what a talented little dog she is, but when no one shows up for her performance, she finds that she also has a lot of perseverance.",Amandina,Sergio Ruzzier,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Amandina, a shy little dog, learns about perseverance when she decides to showcase her talents to the town but faces a disappointing turnout.","perseverance, shyness, talent",heartwarming,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:15.383068
Heart of a Tiger,Marsha Diane Arnold,https://www.goodreads.com/book/show/1315922.Heart_of_a_Tiger,Heart of a tiger,Marsha Diane Arnold,https://covers.openlibrary.org/b/id/3876731-L.jpg,https://openlibrary.org/works/OL468049W,"As the Name Day celebration approaches, a young kitten tries to deserve a noble name, by following the path of the beautiful Bengal tiger.",Heart Of A Tiger,Marsha Diane Arnold,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A young kitten strives to earn a noble name traits of a Bengal tiger in preparation for a special celebration.,"identity, self-discovery, aspiration",inspirational,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:16.225901
Angel in the Waters,Regina Doman,https://www.goodreads.com/book/show/59572.Angel_in_the_Waters,Angel in the waters,Regina Doman,https://covers.openlibrary.org/b/id/953018-L.jpg,https://openlibrary.org/works/OL3372508W,"In its mother's womb, a baby grows, explores the waters, and talks with the angel who is there.",Angel In The Waters,Regina Doman,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A baby's journey in its mother's womb, exploring the waters and communicating with an angel.","birth, communication, protection",gentle,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:17.133542
The Grumpy Dump Truck,Brie Spangler,https://www.goodreads.com/book/show/6235256-the-grumpy-dump-truck,The grumpy dump truck,Brie Spangler,https://covers.openlibrary.org/b/id/6306172-L.jpg,https://openlibrary.org/works/OL9482767W,"Bertrand the dump truck is always grumpy and mean, but a chance encounter with a porcupine reveals that his bad mood has a cause.",The Grumpy Dump Truck,Brie Spangler,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A grumpy dump truck named Bertrand discovers the root of his bad mood after meeting a porcupine.,"emotions, friendship, self-discovery",empathetic,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:18.035360
"100 Cupboards (The 100 Cupboards, #1)",N.D. Wilson,https://www.goodreads.com/book/show/6282066-100-cupboards,100 Cupboards,Nathan D. Wilson,https://covers.openlibrary.org/b/id/1189257-L.jpg,https://openlibrary.org/works/OL8044379W,"Twelve-year-old Henry York wakes up one night to find bits of plaster in his hair. Two knobs have broken through the wall above his bed and one of them is slowly turning . . .Henry scrapes the plaster off the wall and discovers cupboards of all different sizes and shapes. Through one he can hear the sound of falling rain. Through another he sees a glowing room--with a man pacing back and forth! Henry soon understands that these are not just cupboards, but portals to other worlds.100 Cupboards is the first book of a new fantasy adventure, written in the best world-hopping tradition and reinvented in N. D. Wilson's inimitable style.From the Hardcover edition.","100 Cupboards (The 100 Cupboards, #1)",N.D. Wilson,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Twelve-year-old Henry discovers mysterious cupboards in his bedroom that act as portals to other worlds, leading him on a fantasy adventure.","adventure, imagination, discovery",fantastical,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:18.907347
Everywhere Babies,Susan Meyers,https://www.goodreads.com/book/show/931906.Everywhere_Babies,Everywhere babies,Susan Meyers,https://covers.openlibrary.org/b/id/113320-L.jpg,https://openlibrary.org/works/OL2347131W,Describes babies and the things they do from the time they are born until their first birthday.,Everywhere Babies,Susan Meyers,"{""llm_analysis"": {""age_range"": ""0-3"", ""reading_category"": ""Early Readers (0-3)"", ""confidence"": 1.0, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""0-3"", ""reading_category"": ""Early Readers (0-3)"", ""confidence"": 1.0, ""source"": ""llm_analysis""}",A simple portrayal of babies and their activities from birth to their first birthday.,"family, growth, daily life",observant,0-3,Early Readers (0-3),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",1.0,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:19.882165
Noises at Night,Beth Raisner Glass,https://www.goodreads.com/book/show/907489.Noises_at_Night,Noises at night,Beth Raisner Glass,https://covers.openlibrary.org/b/id/597183-L.jpg,https://openlibrary.org/works/OL5713897W,"A child imagines that the noises he hears at night, from a dripping faucet to the whistle of the wind, are really the sounds of adventures in which he plays a sea captain, a policeman, and various other characters.",Noises At Night,Beth Raisner Glass,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A child's imagination transforms ordinary nighttime noises into exciting adventures where he becomes different characters.,"imagination, adventure, creativity",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T23:02:20.906572
