title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enriched_lexile_source,enriched_lexile_confidence,enrichment_method,enrichment_tier,found,enrichment_date
Scaredy Squirrel,Mélanie Watt,https://www.goodreads.com/book/show/562763.Scaredy_Squirrel,Scaredy squirrel,Melanie Watt,https://covers.openlibrary.org/b/id/7167778-L.jpg,https://openlibrary.org/works/OL12091460W,"Meet Scaredy Squirrel, a squirrel who never leaves his nut tree because he's afraid of the unknown ""out there."" But then, something unexpected happens that may just change his outlook",Scaredy Squirrel,Mélanie Watt,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A story about Scaredy Squirrel, who is afraid to leave his tree but faces the unknown when something unexpected occurs.","fear, bravery, change, curiosity",humorous,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:59:08.614254
Slinky Malinki,Lynley Dodd,https://www.goodreads.com/book/show/835451.Slinky_Malinki,Slinky Malinki,Lynley Dodd,https://covers.openlibrary.org/b/id/845445-L.jpg,https://openlibrary.org/works/OL1901893W,The adventures of a mischievous black cat who turns into a thief at night.,Slinky Malinki,Lynley Dodd,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Follow the mischievous black cat who becomes a nocturnal thief in this adventurous tale.,"mischief, thievery, adventure",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:59:09.729235
Superworm,Julia Donaldson,https://www.goodreads.com/book/show/15989343-superworm,Superworm,Julia Donaldson,https://covers.openlibrary.org/b/id/12706341-L.jpg,https://openlibrary.org/works/OL17629012W,"Superworm is super-long. Superworm is super-strong. Watch him wiggle! See him squirm! There's no other worm like SUPERWORM! Never fear, Superworm's here! He can fish Spider out of a well, and rescue Toad from a busy road. But who will come to Superworm's rescue, when he's captured by a wicked Wizard Lizard? Luckily, all of Superworm's insect friends have a cunning plan.",Superworm,Julia Donaldson,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""llm_analysis""}","Follow the adventures of Superworm, a super-long and super-strong worm who helps his insect friends but needs rescuing himself from a wicked Wizard Lizard.","friendship, teamwork, rescue",upbeat,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",1.0,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:59:10.642339
Toot & Puddle,Holly Hobbie,https://www.goodreads.com/book/show/1032414.Toot_Puddle,Toot & Puddle,Holly Hobbie,https://covers.openlibrary.org/b/id/189024-L.jpg,https://openlibrary.org/works/OL478691W,"Toot and Puddle are best friends with very different interests, so when Toot spends the year travelling around the world, Puddle enjoys receiving his postcards.",Toot & Puddle,Holly Hobbie,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Best friends Toot and Puddle have different interests, leading Toot to travel the world while Puddle stays home and enjoys receiving postcards.","friendship, adventure, travel",heartwarming,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:59:11.514684
The Lemonade Club,Patricia Polacco,https://www.goodreads.com/book/show/443614.The_Lemonade_Club,The Lemonade Club,Patricia Polacco,https://covers.openlibrary.org/b/id/1199602-L.jpg,https://openlibrary.org/works/OL25551W,"When Marilyn and her teacher, Miss Wichelman, both get cancer, they encourage each other and, aided by medical treatments and support from friends, they get better.  Based on a true story.",The Lemonade Club,Patricia Polacco,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Two individuals, a student and a teacher, support each other through their battles with cancer, ultimately overcoming their illnesses with the help of medical treatments and friends.","friendship, support, resilience, illness",uplifting,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:59:12.394934
The Knight Who Was Afraid of the Dark,Barbara Shook Hazen,https://www.goodreads.com/book/show/74131.The_Knight_Who_Was_Afraid_of_the_Dark,The Knight Who Was Afraid of the Dark,Barbara Shook Hazen,https://covers.openlibrary.org/b/id/105036-L.jpg,https://openlibrary.org/works/OL1852270W,"When the castle bully discovers bold Sir Fred is secretly terrified of the dark, he tries to stir up trouble between that brave Knight and his Lady Wendylyn.",The Knight Who Was Afraid Of The Dark,Barbara Shook Hazen,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A knight who is afraid of the dark faces challenges when the castle bully tries to exploit his fear.,"bravery, fear, friendship",courageous,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:59:13.243758
"Chasing Vermeer (Chasing Vermeer, #1)",Blue Balliett,https://www.goodreads.com/book/show/444347.Chasing_Vermeer,Chasing Vermeer,Blue Balliett,https://covers.openlibrary.org/b/id/277450-L.jpg,https://openlibrary.org/works/OL123801W,"When strange and seemingly unrelated events start to happen and a precious Vermeer painting disappears, eleven-year-olds Petra and Calder combine their talents to solve an international art scandal.","Chasing Vermeer (Chasing Vermeer, #1)",Blue Balliett,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Two eleven-year-olds, Petra and Calder, work together to solve an international art scandal involving a missing Vermeer painting.","mystery, collaboration, art",intriguing,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:59:14.083721
Whatever Next!,Jill Murphy,https://www.goodreads.com/book/show/2562619.Whatever_Next_,Whatever next!,Jill Murphy,https://covers.openlibrary.org/b/id/2336679-L.jpg,https://openlibrary.org/works/OL496117W,"While his mother readies his bath, Baby Bear makes a quick trip to the moon.",Whatever Next!,Jill Murphy,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A baby bear goes on a quick adventure to the moon while his mother prepares his bath.,"imagination, exploration, family",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:59:14.940009
Liesl & Po,Lauren Oliver,https://www.goodreads.com/book/show/10425811-liesl-po,Liesl & Po,Lauren Oliver,https://covers.openlibrary.org/b/id/6935426-L.jpg,https://openlibrary.org/works/OL16002141W,"A mix-up involving the greatest magic in the world has tremendous consequences for Liesl, an orphan who has been locked in an attic, Will, an alchemist's runaway apprentice, and Po, a ghost, as they are pursued by friend and foe while making an important journey.",Liesl & Po,Lauren Oliver,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Three unlikely companions embark on a journey after a magical mix-up, facing pursuit and challenges along the way.","friendship, magic, journey, adventure",whimsical,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:59:15.878194
Six-Dinner Sid,Inga Moore,https://www.goodreads.com/book/show/707710.Six_Dinner_Sid,Six-dinner Sid,Inga Moore,https://covers.openlibrary.org/b/id/6808245-L.jpg,https://openlibrary.org/works/OL15845158W,Sid the cat plays the pet of six different owners on Aristotle Street so that he can get six dinners every night.,Six-Dinner Sid,Inga Moore,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A mischievous cat named Sid tricks six different owners into feeding him dinner every night.,"deception, pets, food",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,not_found,none,comprehensive_search,,False,2025-09-09T22:59:17.142944
